filter_id,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,BC,arm,stove,smoke,coil,trash,kerosene,incense,generator,smoky,crop,stove_other,pm25,bc,co,fueltype
3M53129,0.2997,1.2178,2.7427,0.5919,2.5506,0.6198,0.0875,0.0309,0.8112,0.0285,15.13213172,Control,Yes,No,No,No,No,No,No,No,No,No,406.8617874,15.13213172,4.652199376,Biomass
3M53137,0.3669,1.4683,3.5788,0.4896,1.5133,0.481,0.099,0.0214,1.0085,0.0155,11.3776171,Control,Yes,No,No,No,No,No,No,No,No,No,226.6829193,11.3776171,4.10360622,Biomass
3M53144,0.3837,1.7273,3.7722,0.391,0.5331,0.5579,0.1359,0.0535,1.2349,0.0082,5.363838611,Intervention,Yes,No,No,No,No,No,No,No,No,No,34.92500147,5.363838611,0.07124014,LPG
3M53145,0.4124,1.3571,3.5879,0.4169,1.2061,0.6494,0.092,0.0362,0.8277,0.01,14.47939256,Intervention,Yes,No,No,No,No,No,No,No,No,No,98.9502245,14.47939256,1.735798228,Biomass
3M53146,0.1191,0.625,1.2152,0.5033,1.8785,0.5225,0.0345,0.0188,0.3802,0.01,15.39263795,Control,Yes,No,No,No,No,No,No,No,No,No,158.5923221,15.39263795,3.019707634,Biomass
3M53155,0.0718,0.4865,0.7099,0.2602,0.2308,0.1342,0.053,0.0173,0.276,0.0046,3.887778562,Control,Yes,No,No,No,No,No,No,No,No,No,22.68924924,3.887778562,0.310750865,Biomass
3M53156,0.1174,0.1751,0.1417,0.3417,0.8169,0.2579,0.0323,0.0374,0.3417,0.023,8.347494542,Control,Yes,No,No,No,No,No,No,No,No,No,82.59851791,8.347494542,0.470846711,Biomass
3M53159,0.1039,0.2635,0.5291,0.3063,0.9895,0.2378,0.03,0.0148,0.271,0.0046,11.67454515,Control,Yes,No,No,No,No,No,No,No,No,Yes,84.58973218,11.67454515,1.141744943,Biomass
3M53173,0.2442,1.2156,2.7873,0.5397,3.0546,1.4504,0.1083,0.1474,1.1053,0.023,17.40303396,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,172.8200335,17.40303396,5.796382589,Biomass
3M53177,0.0351,0.1346,0.4434,0.1611,0.1214,0.1677,0.0276,0.0228,0.2013,0.0031,3.682373309,Intervention,Yes,No,No,No,No,No,No,No,No,No,23.85394558,3.682373309,5.305309755,LPG
3M53178,0.0404,0.0562,0.2208,0.1834,0.3664,0.1803,0.0111,0.0121,0.1854,0.0031,2.614959893,Intervention,Yes,No,Yes,No,No,No,No,No,No,No,21.06083422,2.614959893,0.210903874,Biomass
3M53179,0.2102,0.656,2.2078,0.3709,2.0374,0.6639,0.0805,0.0228,0.5318,0.0155,20.9052151,Control,Yes,No,No,No,No,No,No,No,No,No,181.4790068,20.9052151,1.329580612,Biomass
3M53187,0.0499,0.7501,1.482,0.1554,0.2106,0.0955,0.0415,0.0068,0.4423,0.0031,2.00199456,Intervention,Yes,No,No,NA,No,No,No,No,No,No,11.73212309,2.00199456,0.849505751,LPG
3M53189,0.0886,0.6038,1.5976,0.2862,0.3138,0.183,0.0484,0.008,0.3748,0.0064,2.557331195,Intervention,Yes,No,No,No,No,No,No,No,No,No,16.01965077,2.557331195,1.020201712,LPG
3M53190,0.1598,0.8074,1.1599,0.2767,0.4741,0.2829,0.0254,0.0201,0.3117,0.0046,2.682704968,Control,Yes,No,No,No,No,No,No,No,No,No,25.20752697,2.682704968,1.19343191,Biomass
3M53194,0.1134,0.5966,0.7911,0.2562,1.2331,0.2075,0.0276,0.0108,0.2111,0.0031,13.39747784,Control,Yes,No,No,No,No,No,No,No,No,Yes,112.4276886,13.39747784,1.771071132,Biomass
3M53196,0.0787,0.8153,1.1219,0.2743,0.4043,0.3886,0.0391,0.0173,0.3674,0.0267,2.293588753,Intervention,Yes,No,No,No,No,No,No,No,No,No,24.18234371,2.293588753,3.87313e-4,LPG
3M53199,0.1404,1.0392,2.4669,0.2708,0.2884,0.3987,0.1335,0.0804,0.8423,0.01,3.682373309,Intervention,Yes,No,No,No,No,No,No,No,No,No,23.85394558,3.682373309,5.305309755,LPG
3M53203,0.1048,0.6478,1.3295,0.3107,0.379,0.4102,0.0415,0.0161,0.3169,0.0119,6.12517992,Intervention,Yes,No,No,No,No,No,No,No,No,No,31.84302724,6.12517992,2.268014048,LPG
3M53208,0.1978,0.6743,1.8119,0.3919,1.6977,0.5789,0.069,0.0281,0.4953,0.0031,13.59372155,Control,Yes,No,No,No,No,No,No,No,No,No,103.3600941,13.59372155,1.510855877,Biomass
3M53209,0.0825,0.3043,1.2724,0.2239,0.2862,0.5382,0.0621,0.0763,0.561,0.0413,2.632688434,Control,Yes,No,No,No,No,No,No,No,No,No,18.84766181,2.632688434,0.027987304,Biomass
3M53210,0.1081,0.1925,0.6467,0.3055,0.5119,0.1731,0.0415,0.0038,0.2531,0.0175,5.266034481,Intervention,Yes,No,No,Yes,No,No,No,No,No,Yes,22.56294592,5.266034481,1.430055594,LPG
3M53213,0.1059,0.4348,0.9382,0.2155,0.3821,0.3002,0.0506,0.0241,0.3711,0.0031,2.575930641,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.58108766,2.575930641,0.048535345,LPG
3M53217,0.1379,0.5844,0.5382,0.3598,1.1016,0.2104,0.03,0.008,0.2959,0.0031,18.05722525,Control,Yes,No,No,No,No,No,No,No,No,No,74.94724244,18.05722525,1.687456653,Biomass
3M53224,0.3159,1.2035,2.9252,0.3096,1.2305,0.7563,0.0714,0.0374,0.5245,0.0031,9.239886255,Control,Yes,No,No,Yes,No,No,No,No,No,No,91.16885577,9.239886255,2.092918146,Biomass
3M53226,0.1187,0.4675,0.1686,0.2453,0.2082,0.122,0.0206,0.0038,0.1096,0.0031,5.948405638,Control,Yes,No,No,No,Yes,No,No,No,No,No,11.1833,5.948405638,1.106163406,Biomass
3M53231,0.0889,0.4513,0.2608,0.2411,0.3961,0.134,0.0161,0.0038,0.1892,0.0155,6.395070677,Intervention,Yes,No,No,No,No,No,No,No,Yes,Yes,37.00539257,6.395070677,0.705947371,LPG
3M53234,0.0846,0.9961,0.8036,0.2745,0.6664,0.0951,0.053,0.0133,0.4241,0.0031,4.272256986,Intervention,Yes,No,No,No,No,No,No,No,No,No,17.99439654,4.272256986,0.405526585,LPG
3M53237,0.1227,0.7709,0.5196,0.2714,1.0021,0.1642,0.023,0.0201,0.2093,0.0031,11.99074699,Intervention,Yes,No,No,Yes,No,No,No,No,No,Yes,70.63075253,11.99074699,2.906670243,LPG
3M53247,0.149,0.9301,1.0702,0.2654,0.3304,0.1803,0.0599,0.0254,0.3748,0.0064,3.558997325,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,25.25863342,3.558997325,0.045152492,LPG
3M53250,0.1114,0.6536,0.5232,0.2964,0.5046,0.4063,0.0438,0.0093,0.1912,0.0119,12.79854199,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,75.97270691,12.79854199,1.19639916,Biomass
3M53252,0.1032,1.1816,1.2769,0.3191,1.32,0.2394,0.0603,0.008,0.4515,0.0429,15.20696851,Control,Yes,No,No,No,No,No,No,No,No,No,131.6735846,15.20696851,1.520950568,Biomass
3M53253,0.0599,0.4478,0.0088,0.385,0.6109,0.1704,0.0111,0.0068,0.1017,0.0082,9.991338964,Control,Yes,No,No,Yes,No,No,No,No,No,Yes,71.10638088,9.991338964,0.419778201,Biomass
3M53256,0.1388,0.8627,0.9371,0.3072,0.2597,0.297,0.0575,0.0201,0.3163,0.0031,2.646143401,Intervention,Yes,No,No,No,No,No,No,No,No,No,27.23198155,2.646143401,0.861250077,LPG
3M53261,0.0997,0.5009,0.2608,0.5203,4.8973,0.2564,0.0161,0.0389,0.1156,0.0031,6.086405097,Control,Yes,No,No,No,No,No,No,No,No,No,416.77552,6.086405097,4.542369379,Biomass
3M53270,0.219,0.8494,0.7796,0.4381,2.9505,0.3004,0.0457,0.0294,0.3163,0.0119,14.25604532,Control,Yes,No,No,No,No,No,No,No,No,No,57.98415593,14.25604532,1.117968699,Biomass
3M53276,0.1781,0.8574,0.9427,0.2073,0.1529,0.1635,0.0391,0.0173,0.2601,0.0031,2.536553319,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,14.75453002,2.536553319,0.047220388,LPG
3M53277,0.1023,0.6423,0.4073,0.2475,0.8434,0.1488,0.0111,0.0038,0.1782,0.0082,5.778472921,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,33.82095549,5.778472921,0.063268002,LPG
3M53278,0.1401,1.1493,0.9203,0.2051,0.4796,0.3799,0.076,0.0038,0.4387,0.0301,6.223138709,Control,Yes,No,No,No,No,No,No,No,No,No,36.35183889,6.223138709,0.721287296,Biomass
3M53279,0.1121,0.7858,0.6881,0.5055,1.842,0.248,0.0668,0.0362,0.3236,0.0265,12.95521573,Control,Yes,No,No,No,No,No,No,No,No,Yes,277.4945233,12.95521573,2.84739919,Biomass
3M53281,0.1673,1.0313,1.0034,0.2971,0.4564,0.1684,0.0584,0.0241,0.3583,0.0137,3.842016719,Intervention,Yes,No,No,No,No,No,No,No,No,No,18.86594166,3.842016719,0.098427895,LPG
3M53289,0.2593,1.0256,1.1785,0.4557,2.704,0.4275,0.0621,0.0214,0.4752,0.0265,14.03580758,Control,Yes,No,No,No,No,No,No,No,No,No,147.7652706,14.03580758,1.534761381,Biomass
3M53290,0.099,0.4476,1.2143,0.2584,0.2849,0.3191,0.0506,0.0309,0.4533,0.0031,2.646143401,Intervention,Yes,No,No,No,No,No,No,No,No,No,27.23198155,2.646143401,0.861250077,LPG
3M53292,0.1974,1.0459,1.3538,0.6058,3.3267,0.3554,0.0345,0.0535,0.5391,0.0031,12.24162767,Control,Yes,No,No,No,No,No,No,No,No,No,229.9606901,12.24162767,3.739482425,Biomass
3M53293,0.215,1.1255,1.6035,0.6768,3.9806,0.5031,0.0714,0.0603,0.6633,0.0031,12.24162767,Control,Yes,No,No,No,No,No,No,No,No,No,229.9606901,12.24162767,3.739482425,Biomass
3M53294,0.1645,1.0919,1.0483,0.2906,0.2462,0.1872,0.0369,0.0188,0.4204,0.0321,2.685701457,Intervention,Yes,No,No,No,No,No,No,No,No,No,20.26608576,2.685701457,1.109761283,LPG
3M53300,0.1202,0.7046,0.5901,0.3956,1.999,0.179,0.0206,0.0161,0.3401,0.0575,14.103186000000001,Control,Yes,No,No,No,No,No,No,No,No,No,135.7527227,14.103186000000001,1.665182625,Biomass
3M53302,0.0637,0.488,0.0506,0.1426,0.2385,0.0836,0.0438,0.0038,0.0559,0.063,2.619369606,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.75952084,2.619369606,0.031616223,LPG
3M53312,0.1737,0.8147,0.8804,0.265,0.5331,0.3291,0.0575,0.0228,0.4149,0.0031,7.366462647,Control,Yes,No,Yes,Yes,No,No,No,No,Yes,No,30.01606241,7.366462647,1.662118132,Biomass
3M53316,0.0873,0.5669,0.6374,0.4126,0.8962,0.3284,0.046,0.0268,0.3138,0.0155,4.346811879,Control,Yes,No,No,No,No,No,No,Yes,No,No,435.5863161,4.346811879,2.459949599,Biomass
3M53317,0.0763,0.4761,0.1342,0.1202,0.5983,0.1163,0.03,0.008,0.1355,0.0119,9.229028268,Control,Yes,No,No,No,No,No,No,No,No,Yes,124.5968643,9.229028268,5.045471407,Biomass
3M53320,0.1998,0.8216,1.3149,0.391,1.5242,0.6688,0.0506,0.0321,0.2652,0.0031,11.59708586,Control,Yes,No,No,No,No,No,No,No,No,Yes,300.2218934,11.59708586,2.621658354,Biomass
3M53321,0.1006,0.4849,0.1717,0.3043,3.3523,0.1611,0.0111,0.0173,0.1326,0.0031,14.35413217,Control,NA,No,No,No,No,No,No,No,No,NA,135.1737424,14.35413217,1.134462992,Biomass
3M53322,0.0873,0.8428,0.6553,0.1498,0.7305,0.1996,0.0345,0.0038,0.2381,0.0119,8.604697128,Intervention,Yes,No,No,Yes,No,No,No,No,No,Yes,47.7401338,8.604697128,0.064102144,LPG
3M53325,0.1045,0.7778,0.6385,0.223,1.0357,0.2465,0.0276,0.008,0.2469,0.0173,12.57563053,Control,Yes,No,No,No,No,No,No,No,No,No,132.3970426,12.57563053,1.90230887,Biomass
3M53333,0.1496,0.8622,1.3178,0.2644,1.3286,0.3114,0.0548,0.0068,0.2579,0.0031,11.49195838,Control,Yes,No,No,No,No,No,No,No,No,No,125.0343648,11.49195838,1.861479552,Biomass
3M53338,0.1656,1.2797,1.7043,0.7064,4.3184,0.5932,0.0968,0.0495,0.7455,0.0031,16.15176037,Intervention,Yes,No,No,No,No,No,No,No,No,No,429.1321657,16.15176037,5.659068651,Biomass
3M53340,0.0877,0.7358,1.0567,0.3265,1.215,0.4242,0.0553,0.0201,0.3127,0.0338,17.23776472,Control,Yes,No,No,No,No,No,No,No,No,No,312.5201642,17.23776472,5.617786509,Biomass
3M53341,0.0891,0.4526,0.2798,0.1572,0.2845,0.1576,0.0111,0.0038,0.1026,0.0031,3.651754288,Control,Yes,No,No,No,No,No,No,No,No,No,10.51136055,3.651754288,0.153110196,Biomass
3M53342,0.0499,0.4166,0.0727,0.0716,0.1456,0.063,0.0111,0.0038,0.0778,0.021,1.325949704,Intervention,Yes,No,No,No,No,No,No,No,No,No,16.37268789,1.325949704,0.697255271,LPG
3M53343,0.0586,0.4836,0.0785,0.112,0.7055,0.2343,0.0111,0.0038,0.1266,0.01,2.588810294,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.63399309,2.588810294,2.112083333,LPG
3M53346,0.0482,0.3189,0.0088,0.0897,0.2745,0.0566,0.0111,0.0201,0.0279,0.0137,53.48116984,Control,Yes,No,No,No,No,No,No,No,No,No,129.2509924,53.48116984,0.762920157,Biomass
3M53347,0.1098,0.5313,0.3631,0.1213,0.6182,0.2316,0.0254,0.0173,0.1474,0.0046,9.815306174,Control,Yes,No,No,No,No,No,No,No,No,No,71.24325819,9.815306174,2.318986107,Biomass
3M53349,0.0524,0.5019,0.0373,0.1361,0.1074,0.0416,0.0111,0.0148,0.0977,0.0031,2.595343824,Intervention,Yes,No,No,No,No,No,No,No,No,No,18.58030827,2.595343824,0.885368312,LPG
3M53350,0.0542,0.3559,0.0088,0.1496,0.1083,0.1045,0.0323,0.0038,0.0588,0.0031,2.668876592,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.96287948,2.668876592,0.650118408,LPG
3M53351,0.0703,0.5276,0.3695,0.1477,0.183,0.1156,0.0111,0.0161,0.0847,0.0031,2.646143401,Control,Yes,No,No,No,No,No,No,No,No,No,10.8694989,2.646143401,2.529928582,Biomass
3M53354,0.0603,0.4158,0.0689,0.3293,1.5553,0.1817,0.0111,0.0068,0.0816,0.0466,19.94609308,Control,Yes,No,No,No,No,No,No,No,No,No,109.4953819,19.94609308,1.617981899,Biomass
3M53355,0.1514,1.4523,1.6891,0.1034,0.4001,0.4471,0.095,0.0871,1.0066,0.0137,2.666671055,Intervention,Yes,No,No,No,No,No,No,No,No,No,31.3275514,2.666671055,2.83888851,LPG
3M53358,0.0891,0.4442,0.0385,0.1129,0.6891,0.3799,0.023,0.0161,0.0917,0.0031,13.59360362,Control,Yes,No,No,No,No,No,No,No,No,No,89.29156068,13.59360362,1.247113197,Biomass
3M53368,0.0793,0.3698,0.3598,0.1322,0.2385,0.2223,0.0111,0.0093,0.25,0.0031,2.60618486,Control,Yes,No,No,Yes,No,No,No,No,No,No,23.32240031,2.60618486,1.372499963,Biomass
3M53378,0.1225,0.3351,0.0088,0.1644,0.5868,0.9809,0.0111,0.0148,0.0637,0.0031,12.37823649,Control,Yes,No,No,No,No,No,No,No,No,No,59.57207394,12.37823649,1.214798971,Biomass
3M53385,0.2407,0.8087,0.9743,0.2427,0.784,0.5727,0.0369,0.0201,0.3178,0.0031,12.10844671,Control,Yes,No,No,No,No,No,No,No,No,No,80.81482898,12.10844671,1.910095323,Biomass
3M53392,0.2274,0.6138,1.5432,0.2968,0.8976,0.4292,0.0415,0.0148,0.4898,0.0031,8.541388686,Control,Yes,No,No,No,No,No,No,No,No,No,64.56995626,8.541388686,1.237155347,Biomass
3M53393,0.1755,0.8288,1.6542,0.3543,1.3012,0.4973,0.0875,0.0241,0.6688,0.0175,13.25368982,Control,Yes,Yes,No,No,No,No,No,No,No,No,114.0706097,13.25368982,1.729180579,Biomass
3M53395,0.2197,0.7904,1.6435,0.3771,1.2651,0.4242,0.0553,0.0254,0.6085,0.0031,10.01018052,Control,Yes,No,No,No,No,No,No,No,No,Yes,93.5961064,10.01018052,1.600316063,Biomass
3M53398,0.0648,0.0433,0.0511,0.318,1.568,0.4538,0.0111,0.0038,0.0657,0.01,14.86528741,Control,Yes,Yes,No,No,No,No,No,No,No,Yes,68.43063885,14.86528741,1.466829974,Biomass
3M53402,0.053900000000000003,0.0077,0.1565,0.2469,0.2507,0.1127,0.0111,0.0068,0.0827,0.01,14.37783366,Intervention,Yes,No,No,No,No,No,No,No,No,No,34.81039438,14.37783366,0,LPG
3M53405,0.0546,0.4796,0.646,0.1992,0.2953,0.2834,0.0575,0.0201,0.3875,0.0031,2.214809456,Intervention,Yes,No,No,No,No,No,No,No,No,No,11.86248001,2.214809456,0,LPG
3M53407,0.0617,0.0579,0.0849,0.8273,8.8951,0.1172,0.0111,0.0038,0.0977,0.023,13.42420832,Control,Yes,No,No,No,No,No,No,No,No,No,456.8602945,13.42420832,14.75941626,Biomass
3M53421,0.0964,0.7548,0.6242,0.2177,0.5899,0.1631,0.0206,0.0108,0.284,0.0155,7.170049079,Control,Yes,No,No,No,No,No,No,No,No,No,32.70623667,7.170049079,0.304510449,Biomass
3M53422,0.1304,0.6485,0.5033,0.2995,1.163,0.45,0.0369,0.0038,0.3198,0.0082,15.53289974,Intervention,Yes,No,Yes,No,No,No,No,No,No,No,221.6587785,15.53289974,1.511314401,Biomass
3M53431,0.2276,0.8344,1.1336,0.3601,0.8695,0.3494,0.0438,0.0108,0.4131,0.0031,11.99671342,Control,Yes,No,No,No,No,No,No,No,No,No,104.1657059,11.99671342,2.753136163,Biomass
3M53435,0.1635,0.5954,0.5156,0.2438,0.217,0.1439,0.0345,0.0038,0.2361,0.0031,2.373902547,Control,Yes,No,No,Yes,No,No,No,No,No,Yes,11.96976394,2.373902547,0.005541069,Biomass
3M53438,0.1043,0.3457,0.5913,0.1441,0.1514,0.2588,0.0206,0.0068,0.2391,0.0064,0.961553445,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,11.8731611,0.961553445,0.216204082,LPG
3M53440,0.2601,0.8733,2.4534,0.3673,0.5669,0.397,0.076,0.0038,0.6158,0.0031,4.746212733,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,33.00544899,4.746212733,0.719948838,LPG
3M53444,0.2557,0.5923,1.9857,0.4292,1.0227,0.385,0.0575,0.0349,0.4789,0.01,14.48486557,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,91.05477855,14.48486557,1.114141487,Biomass
3M53448,0.3497,0.6458,1.6272,0.7126,4.4828,1.2168,0.0805,0.0228,0.6012,0.0064,14.58846415,Control,Yes,No,No,No,Yes,No,No,No,No,No,234.799841,14.58846415,2.512339798,Biomass
3M53455,0.057,0.1817,0.194,0.381,0.4951,0.0857,0.0161,0.0038,0.1684,0.0303,9.96160821,Intervention,Yes,No,No,No,No,No,No,No,No,No,39.31822961,9.96160821,3.11602374,LPG
3M53457,0.0946,0.7687,0.614,0.1353,0.0993,0.1689,0.0276,0.0254,0.3417,0.0031,2.619369606,Intervention,Yes,Yes,No,No,No,No,No,No,No,No,10.75952084,2.619369606,0.006473266,LPG
3M53464,0.1982,0.8025,1.013,0.5194,1.8201,0.1773,0.0184,0.0068,0.2944,0.0192,14.25457288,Control,Yes,No,No,No,No,No,No,No,No,No,99.02647825,14.25457288,2.112884825,Biomass
3M53465,0.1021,0.5285,0.3278,0.3282,0.1934,0.1043,0.0111,0.0038,0.1384,0.0247,2.777204893,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,16.4507759,2.777204893,0.014322649,LPG
3M53467,0.1348,0.8032,0.6481,0.2999,0.2254,0.1313,0.0184,0.0038,0.2292,0.0031,2.600051801,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,10.68016956,2.600051801,0.560881854,LPG
3M53472,0.0995,0.805,0.7605,0.1682,0.6215,0.1724,0.0345,0.0228,0.2252,0.053900000000000003,10.14628665,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,51.08602352,10.14628665,1.036852028,LPG
3M53482,0.2371,1.1838,1.4935,0.3919,0.557,0.6089,0.0676,0.0281,0.6158,0.0173,5.494832562,Control,Yes,No,No,Yes,No,No,No,No,No,No,36.02881841,5.494832562,0.028615178,Biomass
3M53487,0.0506,0.4582,0.2069,0.2022,0.1629,0.1147,0.0111,0.008,0.0986,0.0031,3.440522208,Intervention,Yes,No,No,No,NA,No,No,No,No,No,11.79127665,3.440522208,0.005890246,LPG
3M53492,0.1214,0.8857,0.6951,0.1709,0.2272,0.4191,0.0111,0.008,0.3912,0.0265,4.043726238,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,22.84841262,4.043726238,0.001722296,LPG
3M53502,0.1446,1.548,2.3941,0.1627,0.3307,0.3138,0.10780000000000001,0.1045,0.8879,0.0082,4.267722332,Intervention,Yes,No,No,No,No,No,No,No,No,No,36.02881841,4.267722332,0.227255239,LPG
3M53504,0.0716,0.4546,0.0435,0.301,1.4,0.154,0.0111,0.0161,0.0758,0.0338,13.25925246,Control,Yes,No,No,No,No,No,No,No,No,No,157.9326037,13.25925246,1.702083333,Biomass
3M53519,0.2745,0.8998,1.0729,0.4568,1.7507,0.8109,0.0599,0.0161,0.3309,0.0155,14.29751953,Control,Yes,No,No,No,No,No,No,No,No,No,114.1057138,14.29751953,1.363534063,Biomass
3M53521,0.1036,0.5296,0.2411,0.4031,0.8474,0.145,0.023,0.0214,0.1465,0.0137,14.13509895,Control,Yes,No,No,No,No,No,No,No,No,No,73.96396362,14.13509895,0.17921394,Biomass
3M53523,0.1339,1.2727,1.2866,0.4348,0.6889,0.2137,0.10780000000000001,0.0121,0.4953,0.0046,19.69915168,Control,Yes,No,No,No,No,No,No,No,No,Yes,87.22304503,19.69915168,0.872153383,Biomass
3M53524,0.1156,0.7597,0.6649,0.4191,0.7168,0.2182,0.0553,0.0188,0.2699,0.0192,4.516990744,Control,Yes,No,No,No,No,No,No,No,No,No,19.56147019,4.516990744,2.628868549,Biomass
3M53527,0.0676,0.1163,0.2856,0.3477,0.9204,0.2266,0.0369,0.0201,0.263,0.0031,14.13509895,Control,Yes,No,No,No,No,No,No,No,No,No,73.96396362,14.13509895,0.17921394,Biomass
3M53528,0.1801,0.671,0.6107,0.4268,1.3398,0.4628,0.046,0.0254,0.2798,0.0394,11.49302048,Control,Yes,No,Yes,No,No,No,No,No,Yes,Yes,79.59915292,11.49302048,0.8325,Biomass
3M53530,0.1028,0.6675,0.5148,0.3989,0.4195,0.1079,0.0111,0.0148,0.2281,0.0031,7.297728138,Intervention,Yes,No,No,No,No,No,No,No,No,No,32.70623667,7.297728138,0.021820052,LPG
3M53534,0.1563,0.4675,0.1715,0.2873,1.2663,0.2663,0.0254,0.0038,0.1145,0.0031,12.91657718,Control,Yes,No,No,No,No,No,No,No,No,No,75.54429666,12.91657718,1.315335194,Biomass
3M53540,0.1373,0.629,0.2575,0.2898,1.7781,0.3375,0.0645,0.0148,0.1744,0.0031,19.58279101,Control,Yes,No,No,No,No,No,No,No,No,No,112.6515207,19.58279101,1.175546373,Biomass
3M53543,0.1507,1.766,2.5157,0.3527,1.1118,0.4301,0.0822,0.0402,0.6944,0.0031,12.69059321,Control,Yes,No,No,No,No,No,No,No,No,No,139.9190075,12.69059321,0.732630166,Biomass
3M53552,0.0811,0.5819,0.1421,0.162,0.3857,0.1244,0.0111,0.0121,0.1236,0.0265,3.077270257,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,15.18745515,3.077270257,0.017245752,LPG
3M53573,0.1861,1.6983,2.3068,0.2639,0.5294,0.4135,0.1242,0.0683,0.86240000000000006,0.0046,6.395067116,Control,Yes,No,No,No,No,No,No,No,No,Yes,41.50639995,6.395067116,0.02125,Biomass
3M53610,0.0647,0.4281,0.0732,0.1224,0.2745,0.0877,0.0184,0.0038,0.0857,0.0064,2.60618486,Control,Yes,No,No,No,No,No,No,No,No,No,23.32240031,2.60618486,0.108261966,Biomass
3M53611,0.0749,0.5866,1.1737,0.1081,0.3001,0.0835,0.0111,0.0161,0.1693,0.0031,2.650659004,Intervention,Yes,No,No,No,No,No,No,No,No,No,17.79029512,2.650659004,0.020298384,LPG
3M53616,0.0493,0.4153,0.0201,0.0997,0.3771,0.1123,0.0254,0.0038,0.0707,0.0064,7.198069706,Intervention,Yes,No,No,No,No,No,No,No,No,No,43.22027031,7.198069706,0.293150079,LPG
3M53619,0.0674,0.4894,0.4308,0.1034,0.1952,0.177,0.0111,0.0068,0.0657,0.0119,2.655190045,Intervention,Yes,No,No,No,No,No,No,Yes,No,No,16.63265882,2.655190045,0.00236186,LPG
3M53624,0.1255,0.6796,0.4684,0.2213,0.5786,0.5011,0.0345,0.0188,0.233,0.0247,8.750107769,Control,Yes,No,No,No,No,No,No,No,No,No,47.2422229,8.750107769,0.080233659,Biomass
3M53628,0.1631,0.5786,0.2056,0.1691,0.7592,0.5391,0.0345,0.0108,0.2002,0.0031,15.39420619,Control,Yes,No,No,No,No,No,No,No,No,No,71.95449223,15.39420619,0.034998263,Biomass
3M53629,0.1037,0.4067,0.2305,0.3872,3.2336,0.391,0.03,0.0108,0.0836,0.0031,9.028981099,Control,Yes,No,No,No,No,No,No,No,No,No,256.1802497,9.028981099,3.259428694,Biomass
3M53632,0.2732,0.9414,0.9173,0.3457,2.2858,0.6118,0.0438,0.051,0.5026,0.01,12.21833372,Control,Yes,No,No,No,No,No,No,No,No,No,154.967895,12.21833372,1.611116788,Biomass
3M53638,0.0427,0.416,0.0088,0.0741,0.1704,0.0234,0.0111,0.0038,0.025,0.0031,2.593132181,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.651746,2.593132181,0.005933357,LPG
3M53639,0.1499,0.8218,0.5563,0.122,0.4551,0.73,0.0184,0.0038,0.267,0.0119,25.50863047,Intervention,Yes,No,No,No,No,No,No,No,No,No,72.66520542,25.50863047,0.011774415,LPG
3M53650,0.2498,2.1567,4.2275,0.1972,1.1646,0.6346,0.0785,0.0374,0.7619,0.0155,16.08719883,Control,Yes,No,No,No,No,No,No,No,Yes,No,95.16539559,16.08719883,0.575437193,Biomass
3M53653,0.0561,0.4065,0.0088,0.1335,0.6953,0.0411,0.0111,0.0068,0.0877,0.0031,9.404356921,Intervention,Yes,No,No,No,No,No,No,No,No,No,49.8065549,9.404356921,0.044297923,LPG
3M53659,0.0477,0.309,0.0588,0.2988,1.5023,0.1656,0.0111,0.0241,0.3547,0.0031,16.22127701,Control,Yes,No,No,No,No,No,No,No,No,No,277.5404443,16.22127701,NA,Biomass
3M53660,0.097,0.3959,0.0555,0.221,0.9566,0.3497,0.0111,0.0281,0.0857,0.021,14.42173471,Control,Yes,No,No,No,No,No,No,No,No,No,80.27134109,14.42173471,0.560768318,Biomass
3M53661,0.0542,0.6348,0.248,0.1012,0.1916,0.0519,0.0111,0.0038,0.1295,0.0046,0.945600716,Intervention,Yes,No,No,No,No,No,No,No,No,No,11.67617848,0.945600716,0.006840917,LPG
3M53662,0.1182,1.0344,1.3732,0.2436,0.4195,0.2601,0.0369,0.0214,0.3601,0.0031,6.093692129,Intervention,Yes,No,No,No,No,No,No,No,No,No,35.61195604,6.093692129,4.437482713,LPG
