filter_id,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,BC,arm,stove,smoke,coil,trash,kerosene,incense,generator,smoky,crop,stove_other,pm25,bc,co,fueltype
3M51769,0.038,0.1401,0.2935,0.9924,1.2576,0.1739,0.023,0.0038,0.2002,0.0031,8.959960334,Intervention,Yes,No,No,No,No,No,No,No,No,No,63.95034557,8.959960334,0.772147773,Biomass
3M51775,0.1372,0.3532,1.2256,2.0129,9.7151,0.5833,0.03,0.008,0.2053,0.0031,18.80120964,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,333.9340081,18.80120964,7.268332257,Biomass
3M51778,0.0307,0.0858,0.0953,0.9148,0.6956,0.1256,0.0111,0.0121,0.1275,0.0031,8.876264096,Control,Yes,No,No,No,No,No,No,No,No,No,64.24439346,8.876264096,0.580033509,Biomass
3M51780,0.2935,2.6322,4.0872,1.1076,1.1051,0.9703,0.145,0.0402,1.3372,0.0082,7.404802993,Control,Yes,No,No,No,No,No,No,No,No,No,62.15514489,7.404802993,1.394623672,Biomass
3M51781,0.1589,0.7844,1.1646,1.0492,0.4526,0.6721,0.046,0.0201,0.5209,0.0155,4.511644721,Intervention,Yes,No,No,No,No,No,No,No,No,No,36.63960615,4.511644721,0.715308734,LPG
3M51782,0.103,0.8271,1.1769,0.2999,0.3519,0.1434,0.0484,0.0294,0.3377,0.0031,2.597468522,Intervention,Yes,No,No,No,No,No,No,No,No,No,20.91995907,2.597468522,0.027546296,LPG
3M51789,0.0864,0.7075,0.77,0.3278,0.3335,0.0915,0.0111,0.0133,0.275,0.0031,9.57790822,Control,Yes,No,No,No,No,No,No,No,No,No,89.3749107,9.57790822,NA,Biomass
3M51790,0.0937,0.6721,0.4686,0.3883,1.0611,0.1426,0.0111,0.008,0.1952,0.0064,11.3193336,Control,Yes,No,No,Yes,No,No,No,No,No,Yes,91.81537594,11.3193336,0.548347701,Biomass
3M51796,0.1214,1.327,2.3798,0.3178,0.4456,0.3369,0.0875,0.0241,0.7455,0.0031,3.779567861,Intervention,Yes,No,No,No,No,No,No,No,No,No,41.49298682,3.779567861,1.003794869,Biomass
3M51811,0.3936,2.0491,3.7897,0.6065,3.0985,1.476,0.145,0.0871,1.4797,0.0212,13.5173525,Intervention,Yes,No,Yes,No,No,No,No,No,No,Yes,254.99423,13.5173525,2.449335982,Biomass
3M51813,0.0864,0.6218,1.3907,0.6237,4.4079,0.1775,0.0369,0.0268,0.2898,0.0321,15.03044551,Control,Yes,No,No,No,No,No,No,No,No,No,141.3574636,15.03044551,3.048194496,Biomass
3M51814,0.2416,1.2342,1.9987,0.4173,0.6679,0.8386,0.1174,0.0522,0.9099,0.0031,6.782367542,Control,No,No,No,No,No,No,No,No,No,No,60.6760104,6.782367542,0.380712841,Biomass
3M51816,0.1523,1.7757,2.7842,0.439,1.1354,0.6125,0.122,0.0161,0.8058,0.0082,9.1041479,Control,Yes,No,No,No,No,No,No,No,No,No,127.206037,9.1041479,0.524771341,Biomass
3M51837,0.0502,0.2387,0.4383,0.4067,0.7992,0.1151,0.0111,0.0038,0.1026,0.0031,11.31064251,Control,Yes,No,No,No,No,No,No,No,No,No,77.49565418,11.31064251,0.631055669,Biomass
3M51839,0.3174,0.9252,1.9121,0.3561,0.5619,0.6931,0.0506,0.0241,0.2699,0.0137,6.921281493,Control,Yes,No,No,No,No,No,No,No,No,No,54.83764382,6.921281493,2.922396234,Biomass
3M51851,0.0961,0.5355,0.2951,0.3541,0.3083,0.1485,0.0111,0.0038,0.1087,0.0119,11.17287164,Control,Yes,No,No,No,No,No,No,No,No,No,74.44898743,11.17287164,0.588720914,Biomass
3M51855,0.1262,0.6912,0.9919,0.4096,0.608,0.328,0.0415,0.0173,0.2002,0.0031,8.202754442,Control,Yes,No,No,No,No,No,No,No,No,No,64.04506242,8.202754442,0.465851859,Biomass
3M51859,0.0566,0.2661,0.282,0.4341,2.2785,0.2142,0.0111,0.0068,0.1107,0.0119,18.05138991,Control,Yes,No,No,No,No,No,No,No,No,No,366.1616849,18.05138991,6.820835176,Biomass
3M51861,0.0951,1.1306,1.7366,0.3693,0.5709,0.2413,0.053,0.0214,0.5446,0.0137,4.879401366,Intervention,Yes,No,No,No,No,No,No,No,No,No,38.54663608,4.879401366,3.821e-4,LPG
3M51873,0.1421,0.631,0.9073,0.9022,1.3493,0.5462,0.053,0.0201,0.4935,0.01,10.12786575,Control,Yes,No,No,No,No,No,No,No,No,No,75.87768969,10.12786575,0.30759544,Biomass
3M51874,0.1481,1.5984,2.4766,0.7212,0.7438,1.0844,0.1335,0.0429,1.2678,0.0031,4.170721276,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,44.65452,4.170721276,0.065342109,LPG
3M51881,0.5289,0.4562,1.2753,0.8269,1.3818,1.1159,0.0506,0.0482,0.3729,0.0031,8.629993864,Control,Yes,No,No,No,No,No,No,No,No,No,135.2699218,8.629993864,2.816149422,Biomass
3M51895,0.05,0.0077,0.0464,0.9891,1.3359,0.1492,0.0111,0.0068,0.0888,0.0031,13.77476477,Intervention,Yes,No,No,No,No,No,No,No,No,No,198.0771458,13.77476477,1.36007289,Biomass
3M51909,0.0984,0.6007,1.5133,0.9814,1.9936,0.4191,0.0276,0.0334,0.2959,0.0031,12.32603485,Control,Yes,No,No,No,No,No,No,No,No,No,83.71233232,12.32603485,0.718713619,Biomass
3M51914,0.0511,0.3908,0.5431,0.8406,0.5002,0.233,0.023,0.0133,0.2232,0.0031,4.410234794,Intervention,Yes,No,No,No,No,No,No,No,No,No,40.27361511,4.410234794,0.897222222,LPG
3M51915,0.0665,0.7501,0.5623,0.9318,0.8258,0.1684,0.0276,0.0038,0.2659,0.0064,8.085116058,Control,Yes,No,No,No,No,No,No,No,No,Yes,47.39884393,8.085116058,0.519411628,Biomass
3M51916,0.0747,0.404,0.2303,1.1913,0.9062,0.0972,0.0111,0.0038,0.1813,0.01,7.699414136,Control,Yes,No,No,No,No,No,No,No,No,No,54.8395635,7.699414136,0.24986578,Biomass
3M51924,0.1452,0.8249,1.2296,1.1219,2.0904,0.3901,0.0276,0.0161,0.2641,0.0046,18.03860936,Control,Yes,Yes,No,No,No,No,No,No,No,Yes,201.5521835,18.03860936,NA,Biomass
3M51926,0.0466,0.4325,0.7919,0.9581,0.2595,0.1731,0.03,0.0268,0.3912,0.0082,2.619369606,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,19.92433052,2.619369606,1.044421479,LPG
3M51928,0.1832,0.3634,0.5019,1.2072,2.063,0.2991,0.0276,0.0201,0.267,0.0119,10.44814116,Control,Yes,No,No,No,No,No,No,No,No,No,69.50075292,10.44814116,0.675733902,Biomass
3M51929,0.0727,0.4257,0.8852,1.114,1.4055,0.3004,0.053,0.0241,0.3967,0.0212,11.2612405,Intervention,Yes,No,No,No,No,No,No,No,No,No,153.6581272,11.2612405,2.149013425,Biomass
3M51931,0.1067,0.421,0.9285,1.1232,0.8317,0.3433,0.0206,0.0161,0.3506,0.0119,11.46881944,Intervention,Yes,No,No,No,No,No,No,No,No,No,84.72908923,11.46881944,1.188168694,Biomass
3M51933,0.034,0.1132,0.1317,1.118,0.4264,0.055,0.0111,0.0038,0.1594,0.0046,4.174689874,Intervention,Yes,No,No,No,No,No,No,No,No,No,25.39894625,4.174689874,0.405577957,LPG
3M51937,0.1607,0.7502,0.8401,1.2904,0.8593,0.3994,0.0805,0.0214,0.4916,0.0137,9.282383069,Control,Yes,No,No,No,No,No,No,No,No,No,75.94453134,9.282383069,1.650873656,Biomass
3M51942,0.0893,0.5358,0.4385,1.1719,1.1938,0.1759,0.0276,0.0254,0.2381,0.0031,24.45136292,Control,Yes,No,No,No,No,No,No,No,No,No,170.5822792,24.45136292,2.678499809,Biomass
3M51950,0.145,0.7426,0.9245,1.4521,0.5304,0.1536,0.0111,0.0038,0.2022,0.0031,7.352855703,Control,Yes,No,No,No,No,No,No,No,No,No,54.26138517,7.352855703,0.047119527,Biomass
3M51953,0.1271,0.6189,0.4445,1.3956,0.633,0.2009,0.0184,0.0093,0.2949,0.0031,6.797485432,Intervention,Yes,No,No,No,No,No,No,No,No,No,48.65052705,6.797485432,0.430355923,LPG
3M51957,0.1512,0.702,0.9743,1.4477,0.5375,0.3667,0.0575,0.0241,0.4095,0.0031,7.178856074,Intervention,Yes,No,No,No,No,No,No,No,No,No,44.33859836,7.178856074,0.860177203,LPG
3M51966,0.3479,1.1752,1.581,0.7101,3.5733,0.8512,0.0676,0.0924,0.7236,0.0173,8.744535374,Control,Yes,No,No,No,No,No,No,No,No,No,175.7551613,8.744535374,0.423392095,Biomass
3M51967,0.0791,0.4142,0.3689,0.7245,3.524,0.2365,0.0369,0.0201,0.254,0.01,14.66156358,Control,Yes,No,No,Yes,No,No,No,No,No,Yes,258.7168468,14.66156358,6.80894166,Biomass
3M51976,0.1001,0.9582,0.7557,1.354,0.7133,0.275,0.0785,0.0068,0.6396,0.0393,6.200724125,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,64.22511821,6.200724125,NA,LPG
3M51977,0.1333,0.7312,1.2212,1.4386,1.2682,0.1744,0.0438,0.0038,0.2601,0.0031,11.077726,Control,Yes,No,No,No,No,No,No,No,No,No,82.85352197,11.077726,1.782734426,Biomass
3M51985,0.0515,0.3275,0.1992,1.2673,0.6408,0.0643,0.0111,0.0108,0.0957,0.0031,6.474891945,Intervention,Yes,No,Yes,Yes,No,No,No,No,No,Yes,44.14542938,6.474891945,0.022008953,LPG
3M51995,0.0959,0.5724,0.8127,1.4155,2.1305,0.2349,0.0438,0.0362,0.3079,0.0031,19.68387197,Control,Yes,No,No,No,No,No,No,No,No,No,243.6562761,19.68387197,1.478491331,Biomass
3M51996,0.4604,1.428,4.0569,1.4484,1.7488,2.3343,0.1059,0.0522,0.7345,0.021,15.18855873,Control,Yes,No,No,No,No,No,No,No,No,No,93.69935645,15.18855873,0.351963295,Biomass
3M52002,0.1708,0.9471,1.2258,1.4433,1.3062,0.856,0.0345,0.0173,0.5373,0.0212,13.90622622,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,131.6127215,13.90622622,0.908962246,Biomass
3M52016,0.1708,0.6492,0.8138,1.7841,3.1459,0.5214,0.0714,0.0643,0.3547,0.0192,11.13669692,Control,Yes,No,No,No,No,No,No,No,No,No,332.6531764,11.13669692,3.329953704,Biomass
3M52022,0.1653,1.236,1.8719,0.5545,1.8201,0.5587,0.0877,0.0188,0.5702,0.0046,15.36908363,Control,Yes,No,No,No,No,No,No,No,No,No,154.7026726,15.36908363,4.110071824,Biomass
3M52023,0.082,0.5282,0.4723,0.4675,0.3309,0.1525,0.03,0.0038,0.1863,0.034,3.246725984,Intervention,Yes,No,No,No,No,No,No,No,No,No,17.23947581,3.246725984,0.002923142,LPG
3M52026,0.1163,0.6082,0.6315,0.6306,1.0958,0.8509,0.0254,0.0068,0.2549,0.0155,12.15771295,Control,Yes,No,No,Yes,No,No,No,No,No,No,126.4685832,12.15771295,1.900904575,Biomass
3M52031,0.1229,0.8315,1.2326,0.5311,0.4277,0.2469,0.046,0.0161,0.3857,0.0031,3.246725984,Intervention,Yes,No,No,No,No,No,No,No,No,No,17.23947581,3.246725984,0.002923142,LPG
3M52035,0.1412,0.6852,0.9453,0.5488,1.0417,0.383,0.0369,0.0108,0.3401,0.0338,17.10036236,Control,Yes,No,No,No,No,No,No,No,Yes,No,206.185567,17.10036236,2.54724537,Biomass
3M52045,0.1092,0.791,0.9654,0.526,1.7342,0.2394,0.0323,0.0108,0.3309,0.0303,16.08656671,Intervention,Yes,No,No,No,No,No,No,No,No,No,264.764773,16.08656671,2.954973689,Biomass
3M52049,0.1536,0.8744,1.1542,0.4873,0.4578,0.3629,0.046,0.0281,0.5154,0.0031,3.797653648,Intervention,Yes,No,No,No,No,No,No,No,No,No,30.90827785,3.797653648,NA,LPG
3M52050,0.162,0.6993,0.555,0.6465,0.7407,0.4356,0.0345,0.067,0.2869,0.0301,6.722393818,Control,Yes,No,No,No,No,No,No,No,No,No,51.00803315,6.722393818,0.257622626,Biomass
3M52051,0.1903,1.0998000000000001,1.2541,0.5106,0.4655,0.1432,0.0645,0.0349,0.5318,0.0155,4.391543848,Intervention,Yes,No,No,No,No,No,No,No,No,No,27.98688037,4.391543848,0.037701613,LPG
3M52064,0.1731,1.2791,1.6062,0.8008,0.9444,0.3985,0.0621,0.0214,0.4551,0.0137,10.60673995,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,189.0698316,10.60673995,3.012391044,Biomass
3M52067,0.1003,0.3342,0.3002,0.6299,0.5629,0.1105,0.0111,0.0038,0.1246,0.0031,15.14574626,Control,Yes,No,No,No,No,No,No,No,No,No,90.05080944,15.14574626,0.033672674,Biomass
3M52069,0.1339,0.4652,0.7722,0.5263,0.3254,0.6516,0.0484,0.0038,0.1793,0.0431,2.588810294,Intervention,Yes,No,No,No,No,No,No,No,No,No,30.11699293,2.588810294,0.115070387,LPG
3M52077,0.1788,0.6761,0.9522,0.7753,1.5297,0.4107,0.0621,0.0228,0.3748,0.0137,8.71755018,Control,Yes,No,No,No,No,No,No,No,No,No,106.9242353,8.71755018,1.559032475,Biomass
3M52083,0.0937,0.5121,0.957,0.5926,0.6421,0.1819,0.0111,0.0108,0.1465,0.0082,39.84683964,Intervention,Yes,No,No,No,Yes,No,No,No,No,Yes,108.3892117,39.84683964,NA,LPG
3M52084,0.0864,0.5156,0.3536,0.7484,1.8475,0.0966,0.0323,0.008,0.1225,0.063,20.44298971,Control,Yes,No,No,No,No,No,No,No,No,No,131.520522,20.44298971,1.666487455,Biomass
3M52086,0.0941,0.3212,0.1165,0.6881,1.0413,0.2458,0.0276,0.0214,0.1205,0.0031,7.853562947,Control,Yes,No,No,No,No,No,No,No,No,No,57.1621527,7.853562947,6.705691099,Biomass
3M52091,0.216,1.035,1.1374,0.9462,3.356,1.0355,0.0369,0.0334,0.6962,0.0155,32.16581148,Control,Yes,No,No,No,No,No,No,No,No,No,194.9269865,32.16581148,3.9004329,Biomass
3M52115,0.328,2.2514,3.6456,1.2817,2.4246,1.4504,0.1644,0.0281,1.1418,0.0031,20.49244632,Control,Yes,No,No,No,No,No,No,No,No,No,239.227714,20.49244632,3.317871745,Biomass
3M52119,0.1019,0.6306,0.4812,0.8317,0.4597,0.2851,0.0438,0.0522,0.298,0.0031,4.890714535,Intervention,Yes,No,No,No,No,No,No,No,No,No,26.55344381,4.890714535,NA,LPG
3M52120,0.0948,0.4053,0.2728,0.9447,1.4603,0.1947,0.0599,0.0148,0.2889,0.0031,9.740517348,Control,Yes,No,No,No,No,No,No,No,No,No,112.059533,9.740517348,0.781926407,Biomass
3M52125,0.2537,0.5464,0.5833,0.9422,2.2766,0.9047,0.0506,0.0309,0.284,0.0031,12.77195802,Control,Yes,No,No,No,No,No,No,Yes,No,No,259.1512796,12.77195802,11.70096409,Biomass
3M52127,0.1127,0.4104,0.3548,0.9047,1.0346,0.1934,0.0676,0.0038,0.1693,0.0031,7.976015016,Control,Yes,No,No,No,No,No,No,No,No,Yes,40.71048144,7.976015016,0.50452432,Biomass
3M52138,0.0665,0.3952,0.0426,0.8744,1.2494,0.0891,0.0111,0.0068,0.0458,0.032,9.848306373,Control,Yes,No,No,No,No,No,No,No,No,No,182.309266,9.848306373,2.934834763,Biomass
3M52143,0.1932,0.8255,1.4292,1.3768,0.8003,0.4073,0.0111,0.0038,0.2581,0.0447,7.943608184,Intervention,No,No,No,No,No,No,No,No,No,No,60.13376293,7.943608184,NA,LPG
3M52146,0.1112,0.9772,0.9844,0.8089,0.4188,0.2277,0.0329,0.0281,0.435,0.0137,5.823548086,Control,Yes,No,No,No,No,No,No,No,No,No,42.08719899,5.823548086,0.495800954,Biomass
3M52166,0.0493,0.187,0.0088,0.5966,0.8098,0.063,0.0111,0.0188,0.0698,0.0031,9.789824249,Control,Yes,No,No,No,No,No,No,No,No,No,102.6185614,9.789824249,2.027723848,Biomass
3M52171,0.1114,0.7179,0.8264,0.8916,0.5751,0.2807,0.0111,0.008,0.3309,0.021,5.317487124,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,42.01842906,5.317487124,0.055799969,LPG
3M52173,0.1355,0.4197,0.4821,1.0244,1.039,0.257,0.0415,0.0148,0.1554,0.0064,8.650642283,Intervention,Yes,No,No,No,No,No,No,No,No,No,106.4838554,8.650642283,0.311273148,Biomass
3M52184,0.0488,0.4231,0.3439,0.2957,0.1888,0.1037,0.0111,0.0188,0.1834,0.0031,22.48221667,Control,Yes,No,No,No,No,No,No,No,No,No,107.6774733,22.48221667,1.188087492,Biomass
3M52185,0.0831,0.4644,0.4533,0.5451,0.629,0.1782,0.0415,0.0173,0.2341,0.0031,10.34327529,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,61.93136399,10.34327529,4.860254262,Biomass
3M52189,0.0754,0.7773,0.6969,0.9917,0.4168,0.0908,0.0506,0.0214,0.2949,0.0265,3.124441894,Intervention,Yes,No,No,No,No,No,No,No,No,No,23.4372289,3.124441894,8.77685e-4,LPG
3M52193,0.0572,0.3528,0.1152,0.3207,0.2102,0.082,0.023,0.0121,0.1635,0.0031,2.588810294,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,10.63399309,2.588810294,0.028024962,LPG
3M52204,0.061,0.3855,0.2584,0.5831,0.4852,0.1328,0.0111,0.0161,0.1655,0.0031,6.905332474,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,41.63106664,6.905332474,0.873611111,LPG
3M52209,0.1242,1.6391,2.6119,0.9398,2.7423,0.2893,0.0804,0.0349,0.7637,0.0247,17.33768644,Control,Yes,No,No,No,No,No,No,No,No,No,215.4308024,17.33768644,NA,Biomass
3M52210,0.0562,0.2604,0.0088,1.0163,0.2876,0.0446,0.0111,0.0133,0.0917,0.0031,2.692901723,Intervention,Yes,No,No,No,No,No,No,No,No,No,26.50825973,2.692901723,0.00288207,Biomass
3M52212,0.101,0.4642,0.8123,1.0048,0.5745,0.1697,0.0111,0.0068,0.1456,0.021,2.554747001,Intervention,Yes,No,No,No,No,No,No,No,No,No,21.71898529,2.554747001,1.464118091,LPG
3M52216,0.0937,0.9051,1.4426,0.8419,0.3331,0.1965,0.0553,0.0402,0.5282,0.0031,4.096974058,Intervention,Yes,No,No,No,No,No,No,No,No,No,29.05549871,4.096974058,0.049443707,LPG
3M52224,0.097,0.4792,0.6867,0.9867,1.5315,0.2055,0.0668,0.0161,0.235,0.0082,9.377577617,Control,Yes,No,No,No,No,No,No,No,No,No,101.595785,9.377577617,0.831110164,Biomass
3M52229,0.1351,0.4179,0.3979,0.8246,0.9535,0.242,0.0184,0.0108,0.1554,0.0155,10.31079276,Control,Yes,No,No,No,No,No,No,No,No,No,63.70902351,10.31079276,0.408049238,Biomass
3M52236,0.2067,1.3644,1.8453,0.7869,0.6335,0.5112,0.0676,0.0482,0.8934,0.0031,4.630454601,Intervention,Yes,No,No,No,No,No,No,No,No,No,38.01750587,4.630454601,0.007017616,LPG
3M52242,0.0736,0.198,0.0555,0.3536,0.7097,0.0771,0.0111,0.0038,0.0738,0.0031,6.417254572,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,29.15300039,6.417254572,0.136567053,LPG
3M52264,0.0889,0.6397,0.6268,0.2646,0.2637,0.2701,0.03,0.0038,0.3181,0.0031,2.546370781,Intervention,Yes,No,No,No,No,No,No,No,No,No,19.36906229,2.546370781,0.029477799,LPG
3M52265,0.1282,0.5934,0.98,0.4358,0.6138,0.2299,0.0161,0.0093,0.2111,0.0031,28.3633403,Intervention,Yes,No,No,No,Yes,No,No,No,No,Yes,75.69388932,28.3633403,0.128787879,LPG
3M52272,0.0886,0.3768,0.3024,0.4071,1.2642,0.1141,0.03,0.0188,0.1205,0.01,9.15008086,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,37.48308532,9.15008086,6.181747773,LPG
3M52274,0.0303,0.0077,0.0088,0.3722,1.0424,0.078,0.0111,0.0038,0.03,0.0119,9.15008086,Intervention,Yes,No,No,Yes,No,No,No,No,No,No,37.48308532,9.15008086,6.181747773,LPG
3M52282,0.0603,0.4197,0.2624,0.4305,0.2546,0.0891,0.0345,0.0038,0.1286,0.0228,2.223026561,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,17.28874451,2.223026561,0.017207332,LPG
3M52283,0.0716,0.3333,0.1499,0.5267,0.5479,0.1297,0.0111,0.0038,0.1684,0.0031,4.348520145,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,34.29313467,4.348520145,0.01429091,LPG
3M52287,0.1505,0.1538,0.0088,0.5161,2.9542,0.2102,0.0111,0.0281,0.0469,0.0338,8.077568748,Control,Yes,No,No,No,No,No,No,No,No,Yes,137.377765,8.077568748,1.725428253,Biomass
3M52299,0.0745,0.4611,0.2374,0.5594,1.5553,0.0981,0.0553,0.0133,0.1624,0.032,14.44604691,Intervention,Yes,No,No,No,No,No,No,No,No,No,149.0325424,14.44604691,1.086630582,Biomass
3M52307,0.084,0.6986,0.2971,0.0789,0.2628,0.1896,0.0345,0.0201,0.1693,0.0267,2.383095906,Control,Yes,No,No,No,No,No,No,No,No,No,25.35863011,2.383095906,0.093267766,Biomass
3M52329,0.2034,1.8681,2.3658,0.1879,0.5853,0.4703,0.1498,0.0791,1.0925,0.0194,4.897839422,Intervention,Yes,No,No,No,No,No,No,No,No,No,36.34092178,4.897839422,0.09506137,LPG
3M52332,0.0681,0.6702,0.3576,0.1532,0.6366,0.0541,0.0111,0.0214,0.2292,0.0031,2.597138003,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.66820062,2.597138003,0.350625,LPG
3M52346,0.0698,0.7177,0.5296,0.1527,0.2749,0.1505,0.0161,0.0148,0.2062,0.0267,2.554620459,Intervention,Yes,No,No,No,No,No,No,No,No,No,14.85962229,2.554620459,0.212286582,LPG
3M52350,0.1824,0.6008,0.4458,0.3156,0.2907,0.4955,0.0206,0.0173,0.1036,0.0413,6.493992292,Control,Yes,No,No,No,No,No,No,No,No,No,10.58108766,6.493992292,0.150061042,Biomass
3M52360,0.0668,0.9005,0.8145,0.2177,0.2462,0.1034,0.0438,0.008,0.3802,0.0031,3.384875012,Intervention,Yes,No,No,No,No,No,No,No,No,No,17.46870749,3.384875012,0.003839899,LPG
3M52377,0.0303,0.2049,0.0088,0.0877,0.1399,0.0351,0.0111,0.0121,0.0378,0.0155,1.828907252,Intervention,Yes,No,No,No,No,No,No,No,No,No,17.58337409,1.828907252,1.405855589,LPG
3M52378,0.0486,0.5937,0.3165,0.2104,0.1967,0.1498,0.0345,0.0068,0.1574,0.0031,3.793951671,Control,Yes,No,No,No,No,No,No,No,No,Yes,20.78095602,3.793951671,0.010493316,Biomass
3M52388,0.0442,0.4126,0.0314,0.2223,0.1793,0.0694,0.0111,0.0038,0.0438,0.0394,6.910706251,Control,Yes,No,No,No,No,No,No,No,No,No,36.89452931,6.910706251,0.249664119,Biomass
3M52391,0.1056,0.744,0.4739,0.236,0.2913,0.21,0.046,0.0173,0.1415,0.023,2.472099496,Intervention,Yes,No,No,No,No,No,No,No,No,No,11.50182179,2.472099496,0.406895789,LPG
3M52404,0.1435,0.7937,0.8052,0.4741,3.5222,0.3925,0.0438,0.008,0.269,0.0194,9.460306802,Intervention,Yes,No,No,No,No,No,No,No,No,No,313.4068485,9.460306802,3.819518069,Biomass
3M52413,0.1583,0.709,1.1517,0.6063,1.6484,0.7475,0.0599,0.0469,0.3547,0.0155,14.8179494,Intervention,Yes,No,No,No,No,No,No,No,No,No,230.7481472,14.8179494,2.430749358,Biomass
3M52414,0.1096,0.7948,0.7172,0.6242,0.3019,0.3665,0.046,0.0121,0.3784,0.0267,2.727168781,Intervention,Yes,No,No,No,No,No,No,No,No,No,11.20232489,2.727168781,0.009602681,LPG
3M52415,0.0426,0.3446,0.0223,0.3026,0.1691,0.0296,0.0111,0.0038,0.0807,0.0064,1.909013314,Intervention,Yes,No,No,No,No,No,No,No,No,No,11.96321677,1.909013314,9.182910462,LPG
3M52417,0.057,0.2069,0.6686,0.3083,0.6299,0.208,0.0206,0.0038,0.1255,0.0031,3.898110877,Intervention,Yes,No,No,No,No,No,No,No,No,No,21.42146494,3.898110877,0.556076885,LPG
3M52421,0.0665,0.3786,0.238,0.473,0.6516,0.1744,0.0254,0.008,0.1733,0.0046,11.0691915,Control,Yes,No,No,No,No,No,No,No,No,Yes,58.41401189,11.0691915,0.432536697,Biomass
3M52422,0.0351,0.1934,0.4977,0.8078,0.6754,0.1401,0.0506,0.0309,0.2102,0.0137,7.335377928,Control,Yes,No,Yes,No,No,No,No,No,No,No,48.81323784,7.335377928,0.276079317,Biomass
3M52427,0.2741,0.929,1.8544,0.6772,3.3377,1.3151,0.1198,0.0575,0.5793,0.0358,10.59301426,Control,Yes,No,No,No,No,No,No,No,No,No,143.3596389,10.59301426,1.455845953,Biomass
3M52433,0.1048,0.0866,0.1001,0.7687,0.8087,0.4635,0.0184,0.008,0.1424,0.0064,10.00328632,Control,Yes,No,No,No,No,No,No,No,No,Yes,60.13376293,10.00328632,0.453278523,Biomass
3M52434,0.0913,0.2798,0.3877,0.687,0.7871,0.614,0.0553,0.0121,0.3674,0.0046,10.68314045,Control,Yes,No,No,No,No,No,No,No,No,No,114.8676885,10.68314045,5.500813008,Biomass
3M52452,0.0871,0.3875,0.3074,0.2621,0.6218,0.135,0.0184,0.0093,0.1107,0.0046,10.48982616,Control,Yes,No,No,No,No,No,No,No,No,No,95.04543247,10.48982616,0.578861036,Biomass
3M52457,0.0741,0.4915,0.1116,0.8405,0.5804,0.1193,0.0111,0.0161,0.1127,0.0064,7.12054123,Intervention,Yes,No,No,No,No,No,No,No,No,No,71.53560058,7.12054123,NA,LPG
3M52466,0.0847,0.3618,0.0088,0.1147,1.0097,0.0763,0.0111,0.0038,0.0657,0.0192,5.927848569,Control,Yes,No,No,No,No,No,No,No,No,Yes,54.5632977,5.927848569,1.139307229,Biomass
3M52467,0.145,0.5431,0.4297,0.3815,2.1835,0.2223,0.0276,0.0228,0.1892,0.0031,10.15027067,Intervention,Yes,No,No,No,No,No,No,No,No,Yes,197.086444,10.15027067,2.779141566,Biomass
3M52468,0.1503,0.6164,0.5329,0.4047,2.3953,0.4124,0.0254,0.0108,0.1912,0.0502,20.15251497,Control,Yes,No,No,No,No,No,No,No,No,No,312.6307544,20.15251497,2.681841688,Biomass
3M52475,0.1644,0.6476,0.7143,0.4904,2.052,0.5132,0.0184,0.0228,0.282,0.0356,14.26314355,Control,Yes,No,No,No,No,No,No,No,No,No,179.2473682,14.26314355,NA,Biomass
3M52477,0.2078,1.6192,2.3937,0.3401,0.8971,0.9595,0.1114,0.0038,0.8003,0.0082,11.67498585,Intervention,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.72837394,11.67498585,NA,LPG
3M52482,0.0723,0.5539,0.1169,0.2133,0.2471,0.0482,0.0184,0.0038,0.1046,0.0031,2.63019326,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.803980900000001,2.63019326,0.237119044,LPG
3M52488,0.0902,0.4746,0.0088,0.2305,0.1744,0.0402,0.0111,0.0038,0.023,0.0031,2.540671057,Intervention,Yes,No,No,No,No,No,No,No,No,No,10.43625272,2.540671057,3.867333288,LPG
3M52490,0.0815,0.4392,0.0533,0.1919,0.107,0.0369,0.0111,0.0038,0.0966,0.0484,1.984507941,Intervention,Yes,No,Yes,No,No,No,No,No,No,No,11.82071201,1.984507941,0.460128571,LPG
3M52495,0.1056,0.5355,0.3994,0.1476,0.5172,0.2051,0.0415,0.0442,0.1614,0.0031,5.895776828,Control,Yes,No,No,No,No,No,No,No,No,No,27.03432853,5.895776828,0.416192396,Biomass
