filter_id,Mg,Al,Si,S,K,Ca,Ti,Mn,Fe,Zn,BC,arm,fueltype
3M53340,0.0877,0.7358,1.0567,0.3265,1.215,0.4242,0.0553,0.0201,0.3127,0.0338,17.23776472,Control,Biomass
3M53341,0.0891,0.4526,0.2798,0.1572,0.2845,0.1576,0.0111,0.0038,0.1026,0.0031,3.651754288,Control,Biomass
3M53342,0.0499,0.4166,0.0727,0.0716,0.1456,0.063,0.0111,0.0038,0.0778,0.021,1.325949704,Intervention,LPG
3M53343,0.0586,0.4836,0.0785,0.112,0.7055,0.2343,0.0111,0.0038,0.1266,0.01,2.588810294,Intervention,LPG
3M53346,0.0482,0.3189,0.0088,0.0897,0.2745,0.0566,0.0111,0.0201,0.0279,0.0137,53.48116984,Control,Biomass
3M53347,0.1098,0.5313,0.3631,0.1213,0.6182,0.2316,0.0254,0.0173,0.1474,0.0046,9.815306174,Control,Biomass
3M53349,0.0524,0.5019,0.0373,0.1361,0.1074,0.0416,0.0111,0.0148,0.0977,0.0031,2.595343824,Intervention,LPG
3M53350,0.0542,0.3559,0.0088,0.1496,0.1083,0.1045,0.0323,0.0038,0.0588,0.0031,2.668876592,Intervention,LPG
3M53351,0.0703,0.5276,0.3695,0.1477,0.183,0.1156,0.0111,0.0161,0.0847,0.0031,2.646143401,Control,Biomass
3M53354,0.0603,0.4158,0.0689,0.3293,1.5553,0.1817,0.0111,0.0068,0.0816,0.0466,19.94609308,Control,Biomass
3M53355,0.1514,1.4523,1.6891,0.1034,0.4001,0.4471,0.095,0.0871,1.0066,0.0137,2.666671055,Intervention,LPG
3M53358,0.0891,0.4442,0.0385,0.1129,0.6891,0.3799,0.023,0.0161,0.0917,0.0031,13.59360362,Control,Biomass
3M53368,0.0793,0.3698,0.3598,0.1322,0.2385,0.2223,0.0111,0.0093,0.25,0.0031,2.60618486,Control,Biomass
3M53378,0.1225,0.3351,0.0088,0.1644,0.5868,0.9809,0.0111,0.0148,0.0637,0.0031,12.37823649,Control,Biomass
3M53385,0.2407,0.8087,0.9743,0.2427,0.784,0.5727,0.0369,0.0201,0.3178,0.0031,12.10844671,Control,Biomass
3M53392,0.2274,0.6138,1.5432,0.2968,0.8976,0.4292,0.0415,0.0148,0.4898,0.0031,8.541388686,Control,Biomass
3M53393,0.1755,0.8288,1.6542,0.3543,1.3012,0.4973,0.0875,0.0241,0.6688,0.0175,13.25368982,Control,Biomass
3M53395,0.2197,0.7904,1.6435,0.3771,1.2651,0.4242,0.0553,0.0254,0.6085,0.0031,10.01018052,Control,Biomass
3M53398,0.0648,0.0433,0.0511,0.318,1.568,0.4538,0.0111,0.0038,0.0657,0.01,14.86528741,Control,Biomass
3M53402,0.053900000000000003,0.0077,0.1565,0.2469,0.2507,0.1127,0.0111,0.0068,0.0827,0.01,14.37783366,Intervention,LPG
3M53405,0.0546,0.4796,0.646,0.1992,0.2953,0.2834,0.0575,0.0201,0.3875,0.0031,2.214809456,Intervention,LPG
3M53407,0.0617,0.0579,0.0849,0.8273,8.8951,0.1172,0.0111,0.0038,0.0977,0.023,13.42420832,Control,Biomass
3M53421,0.0964,0.7548,0.6242,0.2177,0.5899,0.1631,0.0206,0.0108,0.284,0.0155,7.170049079,Control,Biomass
3M53422,0.1304,0.6485,0.5033,0.2995,1.163,0.45,0.0369,0.0038,0.3198,0.0082,15.53289974,Intervention,Biomass
3M53431,0.2276,0.8344,1.1336,0.3601,0.8695,0.3494,0.0438,0.0108,0.4131,0.0031,11.99671342,Control,Biomass
3M53435,0.1635,0.5954,0.5156,0.2438,0.217,0.1439,0.0345,0.0038,0.2361,0.0031,2.373902547,Control,Biomass
3M53438,0.1043,0.3457,0.5913,0.1441,0.1514,0.2588,0.0206,0.0068,0.2391,0.0064,0.961553445,Intervention,LPG
3M53440,0.2601,0.8733,2.4534,0.3673,0.5669,0.397,0.076,0.0038,0.6158,0.0031,4.746212733,Intervention,LPG
3M53444,0.2557,0.5923,1.9857,0.4292,1.0227,0.385,0.0575,0.0349,0.4789,0.01,14.48486557,Intervention,Biomass
